Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Is Fraudulent,Account Age Days,Transaction Hour,Transaction Day,Transaction DOW,Transaction Month,Is Address Match
4811.19,COD,Electronics,2,22,Tablet,0,1613,4,12,Monday,11,1
2255.63,COD,Clothing,3,33,Mobile,0,1932,0,10,Thursday,4,1
908.52,Debit Card,Beauty,4,46,Desktop,0,511,6,12,Tuesday,5,1
1088.5,PayPal,Groceries,3,21,Mobile,1,1306,6,9,Sunday,5,1
480.46,PayPal,Clothing,1,31,Desktop,0,1670,23,22,Friday,1,0
7.84,COD,Sports,3,50,Desktop,0,606,4,5,Monday,6,1
2162.57,COD,Electronics,1,63,Tablet,0,1058,18,21,Sunday,3,1
3847.37,Credit Card,Electronics,3,69,Tablet,0,1604,9,3,Friday,9,1
3668.66,Credit Card,Sports,2,30,Tablet,0,1310,7,13,Thursday,9,1
165.58,Credit Card,Clothing,3,23,Desktop,0,1618,5,15,Monday,6,1
2852.06,PayPal,Electronics,3,47,Desktop,0,568,15,28,Friday,3,0
775.64,COD,Groceries,3,66,Tablet,0,1020,16,20,Wednesday,10,1
4705.68,PayPal,Beauty,1,39,Mobile,0,1633,11,10,Tuesday,9,1
840.99,Credit Card,Beauty,4,65,Tablet,0,458,22,12,Tuesday,4,1
3135.06,PayPal,Electronics,3,56,Tablet,0,894,21,22,Monday,10,1
1634.56,Debit Card,Clothing,3,64,Mobile,0,1058,18,27,Saturday,7,1
3209.6,Debit Card,Home,2,67,Desktop,0,1618,13,24,Thursday,11,1
2064.23,COD,Home,1,23,Tablet,1,1505,12,28,Tuesday,9,1
3799.42,Debit Card,Home,3,39,Tablet,0,860,15,7,Thursday,11,0
1157.24,PayPal,Groceries,2,20,Tablet,0,1908,13,15,Wednesday,4,1
4529.43,Credit Card,Sports,4,20,Mobile,0,1236,3,15,Thursday,3,1
2503.55,Debit Card,Electronics,3,42,Desktop,0,1240,15,13,Monday,10,1
3781.69,PayPal,Beauty,2,52,Tablet,0,214,5,1,Tuesday,7,1
4249.4,PayPal,Sports,1,64,Mobile,0,464,17,7,Friday,10,0
4994.15,COD,Beauty,3,24,Desktop,0,194,0,10,Monday,11,0
1123.61,Debit Card,Groceries,4,19,Tablet,0,43,1,13,Sunday,5,0
1438.03,COD,Groceries,2,23,Desktop,0,1906,14,9,Wednesday,3,0
1255.91,COD,Groceries,3,66,Tablet,0,570,18,11,Friday,3,1
1318.04,Debit Card,Electronics,1,52,Tablet,0,1454,13,24,Saturday,12,1
2914.31,Credit Card,Clothing,2,43,Mobile,0,1052,4,10,Thursday,7,0
4967.65,Debit Card,Home,4,23,Desktop,0,353,7,7,Tuesday,9,1
4951.44,PayPal,Home,2,37,Desktop,0,1627,10,14,Sunday,12,1
2636.23,COD,Groceries,4,24,Desktop,0,1199,5,1,Friday,12,0
3196.94,PayPal,Groceries,2,19,Desktop,1,1508,23,7,Saturday,12,0
4300.55,PayPal,Electronics,4,40,Desktop,0,1564,10,1,Tuesday,4,1
4665.0,Credit Card,Sports,3,44,Desktop,0,1641,21,3,Monday,9,1
1023.28,PayPal,Sports,4,41,Desktop,0,1201,2,23,Tuesday,3,0
2645.07,COD,Clothing,3,63,Desktop,0,332,11,1,Saturday,6,1
4165.02,Debit Card,Clothing,2,65,Tablet,0,902,20,5,Tuesday,12,1
1519.49,COD,Home,2,24,Tablet,0,1471,6,6,Saturday,4,1
2201.85,Credit Card,Electronics,3,32,Desktop,0,1672,19,20,Thursday,4,0
4928.18,COD,Electronics,4,44,Mobile,0,1053,18,10,Wednesday,7,1
4925.31,COD,Sports,1,38,Mobile,0,111,14,7,Tuesday,11,1
4531.0,PayPal,Clothing,4,40,Mobile,0,1980,1,23,Monday,8,1
3993.25,PayPal,Home,4,54,Mobile,0,1270,21,7,Wednesday,3,1
1349.31,COD,Sports,4,27,Tablet,0,1120,11,29,Sunday,12,1
1607.65,Debit Card,Beauty,3,61,Desktop,0,951,14,25,Friday,5,1
2738.68,Credit Card,Clothing,4,31,Tablet,0,869,16,27,Saturday,6,1
2806.08,COD,Electronics,2,36,Mobile,0,1299,11,21,Saturday,8,0
2529.99,Credit Card,Beauty,3,29,Tablet,0,1255,3,9,Friday,9,1
3185.17,PayPal,Groceries,4,50,Desktop,1,587,14,20,Saturday,11,0
2044.57,Debit Card,Sports,4,54,Tablet,0,789,14,23,Thursday,3,0
3747.12,COD,Home,3,50,Desktop,0,333,2,28,Thursday,6,1
1671.08,COD,Electronics,2,43,Desktop,0,637,4,2,Wednesday,4,1
1656.73,Debit Card,Clothing,4,33,Desktop,1,1948,5,27,Wednesday,8,1
640.49,PayPal,Beauty,3,53,Tablet,0,508,8,25,Monday,4,1
947.62,Debit Card,Beauty,4,24,Mobile,0,1729,13,26,Friday,4,1
4253.35,Debit Card,Beauty,3,34,Desktop,0,888,14,7,Friday,9,1
2234.18,COD,Clothing,4,53,Desktop,0,1818,2,5,Thursday,3,1
1143.2,Debit Card,Clothing,2,53,Tablet,0,1147,20,20,Friday,6,0
3797.91,COD,Clothing,3,31,Mobile,0,1539,19,5,Saturday,9,1
2772.14,PayPal,Beauty,4,35,Mobile,0,781,2,6,Sunday,6,1
110.67,COD,Electronics,3,34,Desktop,0,139,4,30,Sunday,9,1
1585.23,PayPal,Beauty,1,64,Desktop,0,718,20,28,Wednesday,6,1
889.12,COD,Clothing,4,47,Mobile,0,1259,10,18,Wednesday,11,0
3281.08,Debit Card,Groceries,2,24,Tablet,0,474,10,20,Thursday,11,1
1378.78,Debit Card,Clothing,1,26,Tablet,0,769,11,17,Wednesday,2,0
329.41,Debit Card,Groceries,2,21,Mobile,0,94,23,23,Friday,11,1
279.4,Credit Card,Beauty,1,30,Desktop,0,675,3,16,Monday,1,1
2910.73,Credit Card,Clothing,4,29,Tablet,0,204,22,19,Tuesday,11,1
113.51,Debit Card,Home,4,41,Tablet,0,505,5,23,Thursday,8,0
4244.72,COD,Electronics,2,56,Mobile,0,774,21,24,Monday,2,1
781.21,COD,Clothing,4,63,Tablet,0,369,11,18,Thursday,6,0
3034.8,PayPal,Beauty,3,47,Desktop,0,169,18,23,Tuesday,12,1
2226.22,Debit Card,Home,4,58,Tablet,0,287,2,5,Sunday,8,1
2217.04,PayPal,Home,1,52,Tablet,0,1311,8,2,Monday,7,1
363.63,COD,Clothing,1,34,Tablet,0,251,4,4,Wednesday,3,1
4014.75,Credit Card,Clothing,4,49,Mobile,0,77,13,23,Tuesday,5,1
4465.8,COD,Groceries,2,33,Mobile,0,1426,0,10,Wednesday,10,1
60.03,COD,Electronics,3,34,Desktop,0,934,9,24,Saturday,11,1
897.13,COD,Sports,4,69,Mobile,0,1861,12,27,Wednesday,6,1
4520.0,Credit Card,Clothing,2,65,Mobile,0,773,11,22,Saturday,7,1
2749.72,COD,Beauty,1,51,Tablet,0,766,19,13,Monday,9,0
754.45,PayPal,Electronics,4,48,Tablet,0,109,14,4,Sunday,12,1
1017.94,PayPal,Home,2,53,Desktop,0,220,19,27,Friday,3,1
3301.63,Credit Card,Clothing,1,57,Desktop,0,1681,12,11,Sunday,1,1
3625.46,Debit Card,Clothing,2,20,Desktop,0,450,8,18,Tuesday,1,1
2999.14,Debit Card,Groceries,3,36,Desktop,0,154,7,22,Friday,7,1
4765.98,COD,Electronics,4,23,Tablet,0,1496,16,28,Thursday,5,1
2472.85,Debit Card,Electronics,1,45,Tablet,0,1996,22,16,Tuesday,2,1
1504.86,Credit Card,Beauty,3,33,Mobile,0,703,23,27,Saturday,6,1
2388.78,COD,Groceries,1,35,Mobile,0,775,5,22,Thursday,8,1
1801.53,Credit Card,Home,2,61,Mobile,0,1329,10,12,Saturday,6,1
1125.96,COD,Home,2,28,Tablet,0,226,14,11,Monday,9,1
234.59,COD,Home,3,65,Desktop,0,419,21,17,Monday,3,1
1764.3,Debit Card,Home,3,39,Tablet,0,1747,7,22,Saturday,12,1
3558.49,PayPal,Sports,1,27,Desktop,0,1515,18,22,Wednesday,6,0
97.1,COD,Home,1,25,Desktop,0,298,20,23,Tuesday,6,1
2198.7,PayPal,Groceries,3,55,Tablet,0,1313,4,2,Saturday,7,0
3221.83,PayPal,Clothing,2,64,Mobile,0,1913,7,13,Tuesday,12,1
3053.97,Credit Card,Beauty,3,63,Tablet,0,452,10,5,Monday,4,1
3884.36,PayPal,Groceries,1,26,Tablet,0,439,20,2,Thursday,6,1
4053.55,PayPal,Home,3,63,Mobile,0,1864,22,22,Tuesday,4,1
3559.97,PayPal,Beauty,4,29,Tablet,0,1922,3,30,Friday,8,1
518.47,COD,Clothing,2,41,Mobile,0,1050,4,28,Wednesday,7,1
2377.74,COD,Clothing,3,18,Mobile,0,964,9,27,Sunday,12,0
3019.01,PayPal,Electronics,2,31,Desktop,0,447,1,10,Thursday,1,1
1231.6,Debit Card,Electronics,2,34,Tablet,0,121,12,5,Tuesday,9,1
217.55,Debit Card,Home,1,67,Desktop,0,1137,6,12,Thursday,1,1
1121.83,Credit Card,Home,2,32,Desktop,0,310,9,14,Friday,7,1
2277.2,PayPal,Clothing,4,32,Tablet,0,836,0,27,Sunday,6,1
2072.58,Debit Card,Clothing,1,32,Tablet,0,1875,5,10,Monday,2,1
887.45,COD,Beauty,2,31,Tablet,0,1835,3,8,Saturday,1,1
4122.96,COD,Electronics,4,46,Mobile,0,929,5,30,Friday,10,1
4628.8,COD,Beauty,2,28,Tablet,0,626,10,28,Sunday,9,1
1010.73,COD,Sports,4,33,Mobile,0,1952,5,22,Friday,8,1
4648.22,Debit Card,Groceries,2,45,Desktop,0,1773,18,5,Sunday,8,1
94.22,Debit Card,Groceries,3,57,Tablet,0,1211,10,17,Thursday,2,1
4625.19,PayPal,Home,4,23,Mobile,0,1487,5,8,Monday,1,0
4759.88,Debit Card,Electronics,3,36,Tablet,0,884,14,5,Monday,10,0
65.2,Debit Card,Home,4,47,Desktop,0,1362,20,2,Monday,4,1
3816.28,PayPal,Groceries,3,65,Mobile,0,1113,11,10,Thursday,10,1
4851.16,Debit Card,Groceries,1,67,Mobile,0,375,23,3,Saturday,2,1
4529.98,COD,Electronics,1,63,Tablet,0,147,8,3,Thursday,8,1
4853.7,Credit Card,Sports,3,44,Mobile,0,181,11,8,Sunday,11,1
2753.87,Debit Card,Groceries,2,23,Desktop,0,1600,10,15,Thursday,5,0
395.39,PayPal,Electronics,2,68,Desktop,0,1730,23,20,Friday,4,0
4249.7,COD,Beauty,2,50,Desktop,0,1031,17,27,Tuesday,9,1
3071.07,PayPal,Sports,4,65,Desktop,0,1145,13,7,Monday,5,1
3075.61,Credit Card,Home,4,65,Tablet,0,1838,8,24,Saturday,4,1
2089.18,Debit Card,Electronics,4,59,Mobile,0,1930,1,29,Monday,10,1
2861.35,COD,Sports,1,39,Tablet,0,1433,21,24,Sunday,9,1
772.13,Debit Card,Clothing,3,49,Tablet,0,1037,2,11,Sunday,3,0
3700.15,Debit Card,Clothing,3,53,Tablet,0,904,17,10,Tuesday,6,1
379.71,Credit Card,Beauty,4,63,Desktop,0,1186,12,16,Monday,3,1
3650.25,PayPal,Clothing,2,29,Tablet,0,1499,16,25,Sunday,6,1
4245.65,Credit Card,Electronics,3,46,Mobile,0,1994,22,20,Sunday,10,1
2364.98,Debit Card,Beauty,2,48,Tablet,0,1330,4,14,Thursday,8,1
2551.6,PayPal,Clothing,2,28,Tablet,0,1434,2,5,Wednesday,7,1
1564.51,COD,Sports,1,38,Tablet,0,60,8,21,Thursday,4,1
4847.45,Credit Card,Electronics,3,66,Mobile,0,726,13,21,Sunday,4,1
3666.96,Debit Card,Sports,1,18,Desktop,0,566,1,16,Thursday,8,1
1848.1,Credit Card,Beauty,3,44,Desktop,0,1657,19,4,Tuesday,2,1
878.16,Debit Card,Clothing,4,49,Mobile,0,518,14,14,Friday,11,1
1101.8,COD,Home,1,65,Desktop,0,598,23,25,Sunday,10,1
2322.29,Debit Card,Sports,1,32,Desktop,0,1309,6,29,Monday,10,1
4713.13,Debit Card,Electronics,3,38,Desktop,0,1054,21,15,Thursday,3,1
3672.06,Debit Card,Beauty,4,22,Tablet,0,821,9,26,Thursday,5,1
1080.14,COD,Groceries,1,35,Tablet,0,483,2,3,Saturday,6,1
4298.51,PayPal,Sports,2,69,Desktop,0,1795,20,3,Thursday,10,1
1894.11,PayPal,Clothing,1,57,Desktop,0,1989,1,22,Tuesday,3,1
4259.35,COD,Beauty,4,40,Tablet,0,138,17,30,Friday,10,1
1212.29,PayPal,Sports,4,50,Mobile,0,1869,4,3,Monday,5,0
3095.21,PayPal,Groceries,1,68,Desktop,0,1650,16,5,Thursday,11,1
4633.72,PayPal,Electronics,1,40,Desktop,0,1748,6,30,Tuesday,2,1
1293.18,PayPal,Groceries,1,33,Mobile,0,885,1,29,Sunday,9,0
3466.17,Credit Card,Home,4,63,Desktop,0,808,20,14,Saturday,1,0
4936.63,Debit Card,Home,4,62,Tablet,0,1229,8,2,Saturday,4,1
757.24,COD,Groceries,2,44,Mobile,0,1459,15,12,Monday,7,1
446.57,Credit Card,Sports,1,18,Desktop,0,1868,0,21,Thursday,10,1
3372.6,COD,Home,3,18,Desktop,0,528,22,10,Friday,7,1
1701.98,PayPal,Home,4,24,Mobile,0,1933,14,10,Thursday,5,1
360.87,Debit Card,Sports,4,54,Mobile,0,786,10,14,Monday,3,1
2379.15,Credit Card,Sports,2,27,Mobile,0,1330,21,14,Thursday,5,0
3770.08,COD,Groceries,4,21,Desktop,0,1611,9,24,Friday,3,1
1429.19,Credit Card,Clothing,4,53,Desktop,0,1311,7,15,Saturday,1,0
1678.56,PayPal,Beauty,4,43,Desktop,0,122,6,16,Wednesday,10,1
4229.27,Credit Card,Home,2,45,Desktop,0,1756,15,13,Friday,12,1
2602.76,COD,Groceries,2,27,Tablet,0,108,10,20,Sunday,6,1
4214.45,Credit Card,Beauty,2,29,Desktop,0,1080,13,21,Sunday,5,1
2234.72,COD,Home,2,30,Tablet,0,1325,18,2,Wednesday,8,1
4765.11,PayPal,Sports,4,51,Tablet,0,508,15,2,Friday,1,1
3255.72,Credit Card,Groceries,3,68,Tablet,0,1551,16,26,Sunday,4,1
583.91,PayPal,Beauty,4,65,Mobile,0,1199,14,2,Monday,6,0
4426.04,COD,Clothing,4,23,Tablet,0,773,18,16,Thursday,8,1
2448.88,Credit Card,Sports,2,53,Tablet,0,317,17,26,Saturday,4,1
712.49,COD,Electronics,4,57,Desktop,0,1352,19,16,Tuesday,6,1
767.69,COD,Beauty,3,20,Desktop,0,209,15,3,Wednesday,3,1
3439.23,PayPal,Electronics,3,51,Tablet,0,1806,0,8,Saturday,4,0
241.63,Debit Card,Sports,2,41,Desktop,0,238,21,5,Tuesday,5,0
1436.54,Credit Card,Sports,1,28,Tablet,0,208,5,3,Wednesday,7,1
703.24,Debit Card,Beauty,1,59,Desktop,0,418,17,11,Saturday,11,0
2208.18,COD,Beauty,2,66,Tablet,0,1662,15,11,Friday,1,1
2074.7,PayPal,Groceries,4,49,Tablet,0,1692,15,20,Friday,3,1
2611.77,PayPal,Clothing,4,28,Tablet,0,1167,10,25,Thursday,2,0
1401.78,COD,Sports,1,40,Mobile,0,1592,10,18,Wednesday,3,1
165.06,Debit Card,Home,3,44,Tablet,0,850,2,17,Saturday,6,0
3073.86,Credit Card,Beauty,4,64,Tablet,0,1992,5,25,Wednesday,12,1
1871.72,COD,Beauty,4,59,Desktop,0,112,1,8,Tuesday,4,1
3258.42,PayPal,Beauty,3,52,Mobile,0,1229,21,15,Thursday,9,1
547.79,PayPal,Groceries,3,57,Tablet,0,774,22,18,Monday,10,1
73.82,PayPal,Groceries,2,54,Desktop,0,715,2,25,Friday,3,1
1245.23,COD,Groceries,4,34,Desktop,0,1589,20,11,Sunday,3,1
2285.45,COD,Home,1,24,Desktop,0,1538,16,16,Saturday,9,1
1973.39,PayPal,Beauty,4,61,Mobile,0,1088,7,7,Wednesday,2,1
4052.46,COD,Clothing,4,46,Tablet,0,1744,3,10,Monday,10,1
1892.3,Debit Card,Clothing,2,68,Mobile,0,360,15,23,Friday,1,1
2654.55,PayPal,Electronics,3,53,Mobile,0,162,0,26,Thursday,8,1
2969.61,COD,Home,4,42,Desktop,1,472,3,6,Sunday,10,1
114.05,Credit Card,Beauty,2,51,Desktop,0,201,2,30,Thursday,12,1
2578.09,PayPal,Clothing,2,51,Mobile,1,1696,3,18,Monday,11,0
1727.43,PayPal,Beauty,1,69,Desktop,0,1032,0,30,Sunday,8,1
2109.29,PayPal,Electronics,2,36,Mobile,0,871,8,23,Wednesday,11,0
505.94,COD,Sports,2,37,Tablet,0,998,19,4,Saturday,7,0
3915.19,Debit Card,Beauty,4,36,Desktop,0,200,6,2,Monday,11,1
4712.31,Credit Card,Beauty,4,23,Desktop,0,1300,5,28,Sunday,12,1
116.23,Credit Card,Beauty,2,42,Desktop,0,1946,23,21,Sunday,11,1
3008.86,COD,Groceries,1,41,Mobile,0,293,11,26,Monday,9,1
3820.4,PayPal,Sports,2,28,Mobile,0,514,0,1,Sunday,12,1
1427.61,PayPal,Beauty,2,60,Tablet,0,1556,14,5,Saturday,12,1
3938.84,Debit Card,Clothing,3,53,Desktop,0,1595,13,25,Sunday,5,1
3163.61,Debit Card,Sports,1,30,Mobile,0,570,10,26,Tuesday,4,1
4646.17,COD,Beauty,4,26,Desktop,0,35,20,9,Wednesday,8,1
4905.12,PayPal,Clothing,3,50,Tablet,0,1441,16,30,Thursday,6,1
216.52,COD,Sports,1,18,Tablet,0,520,0,5,Thursday,1,1
2227.46,COD,Clothing,2,25,Desktop,0,1619,8,10,Saturday,4,0
2737.2,COD,Home,3,40,Desktop,0,680,13,4,Sunday,11,1
737.98,PayPal,Beauty,3,69,Tablet,0,1954,15,18,Sunday,11,1
1684.75,Credit Card,Sports,3,21,Mobile,0,1720,9,14,Sunday,2,1
4938.3,PayPal,Home,1,45,Tablet,0,146,10,19,Wednesday,9,0
86.07,PayPal,Sports,2,47,Tablet,0,1498,5,9,Monday,9,1
2265.28,PayPal,Clothing,3,31,Desktop,0,1440,14,16,Tuesday,10,1
4214.06,Credit Card,Beauty,3,45,Tablet,0,622,5,15,Tuesday,4,1
1622.89,COD,Clothing,2,50,Mobile,0,1836,11,9,Saturday,10,1
2401.59,COD,Sports,3,25,Desktop,0,1577,19,26,Wednesday,8,0
4890.34,Debit Card,Beauty,1,67,Mobile,0,538,21,26,Wednesday,3,0
2377.01,Debit Card,Home,4,30,Mobile,1,1622,11,4,Saturday,10,1
658.95,Credit Card,Electronics,3,37,Desktop,0,1423,4,9,Monday,12,1
263.35,COD,Groceries,3,19,Desktop,0,1028,1,8,Wednesday,7,1
4727.36,Credit Card,Electronics,3,48,Desktop,0,1781,20,9,Wednesday,2,1
1332.72,Debit Card,Sports,4,48,Tablet,1,1020,9,4,Tuesday,12,0
2522.8,Debit Card,Groceries,4,24,Mobile,0,548,4,12,Wednesday,2,1
458.06,Debit Card,Beauty,4,33,Tablet,0,1023,19,20,Saturday,4,1
2121.16,PayPal,Sports,2,57,Desktop,0,972,11,12,Friday,4,1
4650.88,COD,Electronics,1,55,Tablet,1,343,16,19,Wednesday,7,1
2514.55,COD,Beauty,1,33,Mobile,0,1149,1,3,Sunday,3,1
4855.82,PayPal,Clothing,4,50,Tablet,0,1627,22,26,Monday,11,1
1297.88,Credit Card,Electronics,4,56,Mobile,0,1759,7,16,Sunday,4,0
2525.2,COD,Clothing,3,37,Tablet,0,1432,18,22,Friday,7,1
4298.36,Debit Card,Home,3,27,Tablet,0,984,7,15,Tuesday,2,1
2244.02,COD,Sports,1,19,Mobile,0,1700,4,21,Sunday,7,1
1401.04,Debit Card,Beauty,3,67,Mobile,0,1862,9,17,Monday,3,0
4278.1,PayPal,Clothing,3,34,Mobile,0,1633,1,5,Friday,5,0
1952.5,Debit Card,Clothing,1,59,Mobile,0,1586,12,7,Friday,7,1
2655.96,Debit Card,Clothing,4,34,Mobile,1,1573,11,25,Sunday,10,1
4882.75,Credit Card,Beauty,2,55,Tablet,0,983,1,11,Tuesday,10,1
936.48,PayPal,Home,1,35,Mobile,0,1562,10,1,Sunday,5,1
1510.5,Debit Card,Electronics,3,49,Tablet,0,771,13,16,Monday,5,0
160.19,COD,Electronics,2,67,Mobile,0,1889,13,22,Tuesday,3,1
1962.23,Debit Card,Electronics,3,57,Desktop,0,1768,1,26,Monday,11,0
1004.92,COD,Sports,3,26,Desktop,0,1214,16,25,Wednesday,2,1
3401.77,Debit Card,Home,3,45,Desktop,1,1441,7,29,Saturday,2,1
910.7,Debit Card,Groceries,2,32,Tablet,0,1657,6,7,Tuesday,6,1
3375.69,Credit Card,Beauty,4,29,Mobile,0,1159,20,22,Monday,5,1
1321.06,PayPal,Clothing,4,61,Mobile,0,1604,23,10,Thursday,4,0
1779.31,Credit Card,Electronics,2,69,Mobile,0,1478,2,27,Monday,6,1
1747.56,Debit Card,Clothing,1,66,Tablet,0,547,11,8,Friday,12,0
3585.17,COD,Clothing,2,61,Desktop,0,312,6,22,Saturday,4,1
2335.21,PayPal,Beauty,4,42,Tablet,0,1135,17,25,Saturday,8,1
1809.69,PayPal,Beauty,2,45,Tablet,0,10,14,18,Monday,9,1
4263.85,COD,Home,4,46,Mobile,0,1462,9,13,Thursday,12,0
2861.89,COD,Sports,3,56,Mobile,0,1371,17,14,Wednesday,11,0
1073.08,COD,Groceries,2,20,Mobile,0,215,16,11,Monday,9,0
4500.96,PayPal,Clothing,1,60,Mobile,0,626,22,4,Tuesday,10,1
1716.54,Debit Card,Clothing,3,60,Desktop,0,1065,23,16,Tuesday,11,1
199.7,Credit Card,Electronics,3,69,Mobile,0,1454,9,19,Saturday,10,1
2475.53,Debit Card,Sports,1,48,Tablet,0,15,3,22,Thursday,2,0
624.07,PayPal,Home,4,41,Desktop,0,1115,22,2,Monday,5,1
1196.14,Debit Card,Beauty,1,42,Tablet,0,488,10,20,Tuesday,9,0
3736.82,PayPal,Clothing,2,50,Tablet,0,800,21,9,Tuesday,11,1
658.11,Credit Card,Beauty,3,33,Mobile,0,977,16,22,Monday,2,1
4035.69,Credit Card,Clothing,3,58,Desktop,0,406,12,15,Sunday,12,1
4684.85,Debit Card,Groceries,1,41,Tablet,0,620,20,29,Sunday,2,1
3034.63,Credit Card,Home,2,32,Tablet,0,830,18,4,Monday,3,1
3553.24,COD,Sports,4,56,Tablet,0,1544,15,8,Thursday,1,1
3569.37,Debit Card,Home,2,35,Mobile,0,580,12,22,Sunday,8,1
4964.08,Debit Card,Beauty,3,22,Mobile,0,1278,5,7,Friday,8,1
1710.98,Debit Card,Home,2,45,Tablet,0,729,5,8,Wednesday,11,0
818.47,Debit Card,Groceries,1,44,Desktop,0,542,15,20,Monday,8,0
2598.24,COD,Sports,3,33,Mobile,1,230,9,16,Monday,2,1
2668.58,PayPal,Sports,2,19,Desktop,0,43,14,5,Sunday,4,1
893.67,Credit Card,Clothing,2,42,Tablet,0,694,17,10,Friday,5,1
3067.48,Credit Card,Sports,4,58,Mobile,0,516,1,20,Sunday,11,1
75.55,Credit Card,Groceries,4,59,Mobile,0,1507,2,2,Sunday,9,1
4638.7,Debit Card,Beauty,2,28,Tablet,0,1042,14,29,Wednesday,12,1
1326.55,PayPal,Home,3,40,Tablet,0,121,23,12,Friday,10,1
202.6,COD,Beauty,3,64,Mobile,0,1526,12,14,Tuesday,10,1
545.71,Debit Card,Sports,1,35,Mobile,0,800,16,20,Friday,6,1
1205.04,Credit Card,Groceries,1,42,Tablet,0,1210,6,7,Saturday,8,0
1373.16,Credit Card,Beauty,3,53,Mobile,0,259,5,17,Thursday,10,0
168.89,Debit Card,Home,4,41,Tablet,0,121,5,30,Friday,8,1
1400.38,Debit Card,Beauty,4,61,Desktop,0,214,22,29,Thursday,5,1
968.74,PayPal,Clothing,2,36,Mobile,0,938,18,12,Saturday,5,0
1896.21,Credit Card,Beauty,3,43,Desktop,0,1769,8,30,Thursday,11,1
1928.91,Credit Card,Home,2,44,Tablet,0,1919,1,4,Thursday,6,0
1698.34,PayPal,Groceries,4,56,Tablet,0,1607,20,27,Wednesday,5,1
1642.98,Debit Card,Groceries,3,35,Mobile,0,1809,6,13,Sunday,2,1
453.21,Debit Card,Beauty,4,32,Tablet,0,1539,5,10,Monday,8,1
130.9,Credit Card,Groceries,2,36,Mobile,0,1487,16,3,Saturday,12,1
1014.56,Credit Card,Electronics,4,30,Desktop,0,849,2,19,Wednesday,10,0
3784.46,Debit Card,Sports,3,28,Mobile,0,574,5,3,Wednesday,8,1
4954.09,Debit Card,Groceries,4,60,Mobile,0,1262,12,22,Thursday,5,1
4642.99,COD,Electronics,1,35,Tablet,0,54,2,2,Saturday,5,1
2523.58,COD,Clothing,4,32,Tablet,0,367,21,16,Wednesday,6,0
2661.46,Debit Card,Beauty,1,60,Tablet,0,918,23,14,Wednesday,3,1
1576.33,Debit Card,Clothing,4,59,Mobile,0,1269,19,30,Sunday,9,0
3870.83,Debit Card,Clothing,1,30,Mobile,1,755,13,14,Thursday,5,1
3824.96,PayPal,Groceries,4,33,Mobile,0,1542,13,10,Saturday,10,1
4222.14,Debit Card,Electronics,3,60,Desktop,0,1354,6,23,Wednesday,3,0
4478.05,COD,Home,2,32,Desktop,0,527,3,27,Sunday,1,1
2174.57,COD,Electronics,4,62,Tablet,0,150,3,17,Wednesday,10,1
3835.54,Debit Card,Sports,2,50,Mobile,0,553,3,23,Wednesday,1,1
4032.96,Credit Card,Groceries,1,52,Desktop,0,1847,0,26,Saturday,9,1
1545.76,Credit Card,Clothing,1,45,Tablet,0,467,17,14,Saturday,4,0
4646.57,COD,Groceries,4,19,Mobile,0,1474,17,27,Tuesday,9,1
476.24,Debit Card,Clothing,2,60,Desktop,1,1373,17,25,Sunday,10,1
4971.37,Debit Card,Clothing,4,47,Desktop,0,1942,8,6,Wednesday,9,1
3851.6,PayPal,Electronics,1,26,Mobile,0,1846,2,13,Sunday,5,1
470.89,COD,Beauty,1,61,Desktop,0,1731,4,2,Thursday,11,0
3282.87,Debit Card,Sports,4,33,Mobile,0,626,19,24,Friday,6,1
175.73,Debit Card,Groceries,1,37,Mobile,0,866,21,22,Tuesday,3,1
3852.08,COD,Electronics,3,51,Mobile,0,983,1,2,Tuesday,8,1
3997.12,Credit Card,Electronics,2,32,Desktop,0,1328,16,1,Monday,7,1
3014.04,COD,Beauty,3,18,Desktop,0,297,21,19,Monday,1,1
4285.02,PayPal,Groceries,1,34,Tablet,0,1692,19,12,Friday,8,1
493.93,Credit Card,Clothing,2,53,Desktop,0,1290,5,2,Friday,2,1
1383.24,Credit Card,Electronics,4,39,Tablet,0,415,15,2,Friday,12,1
2073.82,PayPal,Home,3,55,Desktop,0,109,19,26,Sunday,2,1
217.08,COD,Electronics,3,21,Desktop,0,29,22,14,Sunday,5,1
2243.84,Credit Card,Sports,4,31,Tablet,0,727,16,23,Thursday,5,1
1329.74,PayPal,Clothing,2,30,Tablet,0,622,8,14,Saturday,4,1
1966.71,COD,Electronics,4,21,Desktop,0,309,16,28,Monday,6,1
2128.39,PayPal,Beauty,3,51,Desktop,0,880,3,26,Friday,1,1
4397.66,PayPal,Groceries,2,28,Tablet,0,56,2,28,Thursday,12,1
1355.35,Credit Card,Beauty,2,42,Tablet,0,1252,0,20,Tuesday,12,1
4469.25,PayPal,Electronics,2,69,Tablet,0,889,13,1,Wednesday,2,1
2132.72,PayPal,Sports,4,30,Mobile,0,534,0,13,Tuesday,4,1
1642.4,Credit Card,Clothing,2,28,Mobile,0,920,3,3,Thursday,6,1
2515.05,Debit Card,Beauty,3,66,Desktop,0,889,20,16,Thursday,2,1
2091.63,COD,Sports,1,36,Desktop,0,1686,9,15,Monday,4,1
1290.57,COD,Home,2,33,Desktop,0,1300,14,17,Thursday,11,1
